lecture	start	end	dur	dur_pct_of_lecture
w3-18	3.5	20.0	16.5	6%
w3-18	20.5	36.5	16.0	6%
w3-18	38.0	48.5	10.5	4%
w3-18	48.5	57.0	8.5	3%
w3-18	212.0	233.5	21.5	8%
w3-18	235.5	244.0	8.5	3%
w3-18	244.0	254.0	10.0	4%
