lecture	start	end	dur	dur_pct_of_lecture
w3-27	1.0	9.0	8.0	2%
w3-27	11.0	20.0	9.0	2%
w3-27	23.5	32.5	9.0	2%
w3-27	55.5	79.0	23.5	6%
w3-27	101.5	110.0	8.5	2%
w3-27	166.5	174.5	8.0	2%
w3-27	215.0	223.5	8.5	2%
w3-27	223.5	232.5	9.0	2%
w3-27	234.5	258.5	24.0	6%
w3-27	283.5	295.5	12.0	3%
w3-27	297.5	307.5	10.0	2%
