lecture	start	end	dur	dur_pct_of_lecture
w3-08	0.5	9.5	9.0	2%
w3-08	9.5	19.0	9.5	2%
w3-08	53.5	63.0	9.5	2%
w3-08	116.0	128.0	12.0	2%
w3-08	128.0	138.5	10.5	2%
w3-08	141.5	151.0	9.5	2%
w3-08	224.5	249.0	24.5	4%
w3-08	249.0	273.5	24.5	4%
w3-08	276.5	284.5	8.0	1%
w3-08	287.0	301.5	14.5	2%
w3-08	354.5	372.5	18.0	3%
w3-08	399.0	450.0	51.0	9%
w3-08	451.5	499.0	47.5	8%
w3-08	502.0	537.5	35.5	6%
w3-08	541.5	570.0	28.5	5%
w3-08	574.0	591.0	17.0	3%
