lecture	start	end	dur	dur_pct_of_lecture
w3-32	17.0	26.5	9.5	1%
w3-32	186.0	207.5	21.5	3%
w3-32	218.5	237.0	18.5	2%
w3-32	239.0	249.5	10.5	1%
w3-32	267.5	301.5	34.0	4%
w3-32	305.0	322.5	17.5	2%
w3-32	333.0	341.5	8.5	1%
w3-32	682.0	693.0	11.0	1%
w3-32	696.5	707.5	11.0	1%
w3-32	775.0	786.5	11.5	1%
