lecture	start	end	dur	dur_pct_of_lecture
w3-39	1.5	15.5	14.0	5%
w3-39	16.0	48.5	32.5	11%
w3-39	49.5	59.5	10.0	3%
w3-39	134.5	154.0	19.5	6%
w3-39	183.5	193.5	10.0	3%
w3-39	193.5	203.5	10.0	3%
w3-39	226.0	247.0	21.0	7%
w3-39	248.5	259.0	10.5	3%
w3-39	277.0	305.0	28.0	9%
