lecture	start	end	dur	dur_pct_of_lecture
w3-25	4.5	26.0	21.5	10%
w3-25	29.0	76.5	47.5	22%
w3-25	88.0	120.0	32.0	15%
w3-25	195.5	211.5	16.0	8%
