lecture	start	end	dur	dur_pct_of_lecture
w3-02	22.5	49.0	26.5	12%
w3-02	55.5	64.0	8.5	4%
w3-02	64.0	75.0	11.0	5%
w3-02	76.0	116.5	40.5	18%
w3-02	116.5	132.5	16.0	7%
w3-02	187.0	201.0	14.0	6%
w3-02	204.5	221.0	16.5	7%
