lecture	start	end	dur	dur_pct_of_lecture
w3-15	0.0	10.0	10.0	3%
w3-15	10.0	19.0	9.0	2%
w3-15	44.5	54.5	10.0	3%
w3-15	99.0	116.5	17.5	4%
w3-15	179.0	194.5	15.5	4%
w3-15	343.0	361.0	18.0	5%
