lecture	start	end	dur	dur_pct_of_lecture
w3-05	18.0	28.5	10.5	2%
w3-05	28.5	39.0	10.5	2%
w3-05	52.5	67.5	15.0	3%
w3-05	115.0	125.0	10.0	2%
w3-05	152.0	165.5	13.5	3%
w3-05	173.0	192.0	19.0	4%
w3-05	333.0	342.0	9.0	2%
w3-05	366.0	376.5	10.5	2%
w3-05	387.5	398.5	11.0	2%
w3-05	418.5	429.0	10.5	2%
w3-05	430.5	438.5	8.0	2%
w3-05	455.0	470.5	15.5	3%
