lecture	start	end	dur	dur_pct_of_lecture
w3-37	2.0	19.5	17.5	5%
w3-37	29.5	195.5	166.0	49%
w3-37	196.5	226.5	30.0	9%
w3-37	235.0	255.0	20.0	6%
w3-37	255.0	273.0	18.0	5%
w3-37	280.5	298.5	18.0	5%
w3-37	299.5	340.0	40.5	12%
