lecture	start	end	dur	dur_pct_of_lecture
w3-34	2.0	11.5	9.5	2%
w3-34	91.0	100.5	9.5	2%
w3-34	112.5	128.0	15.5	3%
w3-34	129.5	138.5	9.0	2%
w3-34	155.5	169.5	14.0	3%
w3-34	171.5	193.0	21.5	5%
w3-34	194.0	204.0	10.0	2%
w3-34	387.5	396.0	8.5	2%
w3-34	407.5	425.5	18.0	4%
w3-34	427.5	438.0	10.5	2%
w3-34	457.0	475.5	18.5	4%
