lecture	start	end	dur	dur_pct_of_lecture
w3-07	0.5	10.0	9.5	2%
w3-07	10.0	19.0	9.0	2%
w3-07	57.5	75.0	17.5	4%
w3-07	122.0	132.5	10.5	2%
w3-07	147.5	157.5	10.0	2%
w3-07	157.5	192.0	34.5	8%
w3-07	193.0	202.5	9.5	2%
w3-07	209.0	219.5	10.5	2%
w3-07	219.5	254.5	35.0	8%
w3-07	270.5	280.0	9.5	2%
w3-07	290.0	307.0	17.0	4%
w3-07	355.5	365.0	9.5	2%
w3-07	365.0	375.5	10.5	2%
w3-07	375.5	384.0	8.5	2%
w3-07	406.0	421.0	15.0	3%
