lecture	start	end	dur	dur_pct_of_lecture
w3-04	0.5	10.0	9.5	2%
w3-04	10.0	19.0	9.0	2%
w3-04	21.5	38.5	17.0	4%
w3-04	71.5	79.5	8.0	2%
w3-04	92.5	107.5	15.0	3%
w3-04	128.0	146.5	18.5	4%
w3-04	175.5	185.5	10.0	2%
w3-04	185.5	194.0	8.5	2%
w3-04	205.0	222.5	17.5	4%
w3-04	240.5	255.0	14.5	3%
w3-04	318.0	327.0	9.0	2%
w3-04	327.0	337.0	10.0	2%
w3-04	347.5	371.5	24.0	6%
w3-04	374.0	389.5	15.5	4%
w3-04	416.0	431.5	15.5	4%
