lecture	start	end	dur	dur_pct_of_lecture
w3-23	2.0	11.5	9.5	2%
w3-23	11.5	19.5	8.0	2%
w3-23	51.0	67.5	16.5	3%
w3-23	124.0	134.0	10.0	2%
w3-23	202.5	212.0	9.5	2%
w3-23	247.0	256.5	9.5	2%
w3-23	300.5	316.0	15.5	3%
w3-23	316.0	325.0	9.0	2%
w3-23	372.5	398.0	25.5	5%
w3-23	427.5	473.0	45.5	9%
w3-23	473.5	487.5	14.0	3%
w3-23	487.5	497.5	10.0	2%
