lecture	start	end	dur	dur_pct_of_lecture
w3-01	15.0	23.5	8.5	4%
w3-01	24.0	37.5	13.5	7%
w3-01	38.5	65.0	26.5	14%
w3-01	67.0	84.0	17.0	9%
w3-01	85.0	93.0	8.0	4%
w3-01	93.5	107.0	13.5	7%
w3-01	107.5	119.0	11.5	6%
w3-01	120.0	131.5	11.5	6%
w3-01	132.5	145.0	12.5	6%
w3-01	146.0	167.5	21.5	11%
